Department,Sub-Department,Major Functions,% of Budget,Activity Indicators,2011/2012,2012/2013,2013/2014
POLICE,General Services Bureau,Intelligence & Technology Division,1%,Revision of Forms,15,15,15
POLICE,General Services Bureau,Intelligence & Technology Division,1%,Surveys/Questionnaires-Outside,5,5,5
POLICE,General Services Bureau,Intelligence & Technology Division,1%,Crime Analysis Reports,2200,2200,2200
POLICE,General Services Bureau,Intelligence & Technology Division,1%,Annual Report for Department,1,1,1
POLICE,General Services Bureau,Intelligence & Technology Division,1%,Special Requests,14,14,14
POLICE,General Services Bureau,Intelligence & Technology Division,1%,Grants Administered,27,27,27
POLICE,General Services Bureau,Intelligence & Technology Division,1%,Computer Systems Support,500,500,500
POLICE,General Services Bureau,Intelligence & Technology Division,1%,Monthly/Quarterly Grant Reports,52,52,52
POLICE,General Services Bureau,Intelligence & Technology Division,1%,Departmental Orders Processed,619,619,619
POLICE,General Services Bureau,Central Records Division,5%,Complaint Records,146466,250000,200000
POLICE,General Services Bureau,Central Records Division,5%,Teletype Messages,67285,67385,67400
POLICE,General Services Bureau,Central Records Division,5%,Warrant Transactions,6778,7000,7100
POLICE,General Services Bureau,Central Records Division,5%,Fingerprint Arrests,33,40,50
POLICE,General Services Bureau,Central Records Division,5%,Total Arrests Processed,17387,18000,18500
POLICE,General Services Bureau,Central Records Division,5%,Fingerprint Arrests,169333,170000,171000
POLICE,General Services Bureau,Central Records Division,5%,Computer Reports,12,12,12
POLICE,General Services Bureau,Transportation Division,5%,Preventive Maintenance Inspections,980,1030,1220
POLICE,General Services Bureau,Transportation Division,5%,Work Orders Processed,2844,2960,3050
POLICE,General Services Bureau,Transportation Division,5%,Police Vehicle Accidents Processed,135,145,155
POLICE,General Services Bureau,Inspections Division,1%,Damage Claims Processed,49,55,50
POLICE,General Services Bureau,Internal Affairs Division,1%,Cases Investigated,131,150,175
POLICE,General Services Bureau,Property Division,1%,"Items of Evidence, Found Property & Safekeeping Processed",27929,32000,32259
POLICE,General Services Bureau,Property Division,1%,Processing DA's Office Requests for Release,575,610,611
POLICE,General Services Bureau,Property Division,1%,Property Released Transactions,610,625,666
POLICE,General Services Bureau,Property Division,1%,Recovered Weapons Meltdowns,1,1,1
POLICE,General Services Bureau,Property Division,1%,Printing Services,210000,210000,210000
POLICE,General Services Bureau,Property Division,1%,Annual Inventory Updates,195,195,195
POLICE,General Services Bureau,Property Division,1%,Drug Burns,2,2,2
POLICE,Uniform Bureau," Uniform Patrol: Responding to calls for Service, Emergencies and Accident Investigation Includes Airport Division",46%,Police Response for Services,"144,753",147250,149000
POLICE,Uniform Bureau," Uniform Patrol: Responding to calls for Service, Emergencies and Accident Investigation Includes Airport Division",46%,Patrol Miles Logged,"                                                                              1,774,219","1,800,001","1,820,000"
POLICE,Uniform Bureau," Uniform Patrol: Responding to calls for Service, Emergencies and Accident Investigation Includes Airport Division",46%,Average Priority Response Time (Minutes),4,5,5
POLICE,Uniform Bureau," Uniform Patrol: Responding to calls for Service, Emergencies and Accident Investigation Includes Airport Division",46%,Recorded Incidents (DR Numbers Issues),"163,053","163,425",164000
POLICE,Uniform Bureau," Uniform Patrol: Responding to calls for Service, Emergencies and Accident Investigation Includes Airport Division",46%,Persons Arrested,"12,249",12600,12650
POLICE,Uniform Bureau," Uniform Patrol: Responding to calls for Service, Emergencies and Accident Investigation Includes Airport Division",46%,Accidents Investigated,6734,7000,7287
POLICE,Uniform Bureau," Uniform Patrol: Responding to calls for Service, Emergencies and Accident Investigation Includes Airport Division",46%,Sporting Events/Assemblies,183,187,193
POLICE,Uniform Bureau," Uniform Patrol: Responding to calls for Service, Emergencies and Accident Investigation Includes Airport Division",46%,Parades/Escorts,105,110,115
POLICE,Uniform Bureau," Uniform Patrol: Responding to calls for Service, Emergencies and Accident Investigation Includes Airport Division",46%,Moving Violations Cited,30560,32310,32500
POLICE,Uniform Bureau," Uniform Patrol: Responding to calls for Service, Emergencies and Accident Investigation Includes Airport Division",46%,Parking Violations Cited,"109,899",110000,110100
POLICE,Uniform Bureau,K-9 Section,-,Building Searches,231,269,250
POLICE,Uniform Bureau,K-9 Section,-,Directed Searches,50,57,60
POLICE,Uniform Bureau,K-9 Section,-,K-9 Tracking,24,28,25
POLICE,Uniform Bureau,K-9 Section,-,Explosive Searches,233,64,60
POLICE,Uniform Bureau,K-9 Section,-,Building Perimeter Checks,506,455,475
POLICE,Uniform Bureau,K-9 Section,-,Narcotics Detection,93,74,75
POLICE,Uniform Bureau,K-9 Section,-,Officer Protection,110,158,175
POLICE,Uniform Bureau,Community Relations,3%,Interns From Area Colleges,24,30,30
POLICE,Uniform Bureau,Community Relations,3%,Civilian Riders,300,300,300
POLICE,Uniform Bureau,Community Relations,3%,McGruff Robots Presentation,30,30,30
POLICE,Uniform Bureau,S.I.R.P. (Middle & High Schools),-,Arrests ,239,220,220
POLICE,Uniform Bureau,S.I.R.P. (Middle & High Schools),-,Disturbances,293,250,250
POLICE,Uniform Bureau,S.I.R.P. (Middle & High Schools),-,Weapons Recovered,126,130,130
POLICE,Uniform Bureau,S.I.R.P. (Middle & High Schools),-,Incidents Reports,442,500,500
POLICE,Uniform Bureau,D.A.R.E Program,-,DARE Contracts: Students,1542,1500,1500
POLICE,Uniform Bureau,D.A.R.E Program,-,Officer Friendly,6454,7000,7000
POLICE,Uniform Bureau,G.R.E.A.T. Program,-,Students Educated,1761,1800,1800
POLICE,Uniform Bureau,G.R.E.A.T. Program,-,Number of Classes Taught,480,485,485
POLICE,Uniform Bureau,Recruitment Session,-,Exam Notices mailed,1293,1300,1300
POLICE,Uniform Bureau,Recruitment Session,-,Telephone Referrals,1091,1100,1100
POLICE,Uniform Bureau,Recruitment Session,-,Emails,846,850,850
POLICE,Uniform Bureau,Recruitment Session,-,Other Referrals/Walk-ins,80,100,100
POLICE,Uniform Bureau,Recruitment Session,-,Police Exam Study Classes,4,4,4
POLICE,Uniform Bureau,Recruitment Session,-,Students Attended,65,70,70
POLICE,Uniform Bureau,Recruitment Session,-,Off-Site Visits,18,18,18
POLICE,Uniform Bureau,Recruitment Session,-,Persons Contacted,254,260,260
POLICE,Uniform Bureau,Recruitment Session,-,City School Visits,9,10,10
POLICE,Uniform Bureau,Recruitment Session,-,Students Contacted,389,400,400
POLICE,Uniform Bureau,Recruitment Session,-,College Visits,4,5,5
POLICE,Uniform Bureau,Recruitment Session,-,Persons Contacted,78,100,100
POLICE,Uniform Bureau,License Division,6%,License Reviewed/Issued,1399,1328,1300
POLICE,Uniform Bureau,License Division,6%,Taxi Inspections Complaint,447,600,550
POLICE,Uniform Bureau,License Division,6%,Alarms/OLEIS Subscribers,1300,1400,1400
POLICE,Uniform Bureau,Community Policing Storefronts/Trailers,-,Calls Responded To,11308,10000,10000
POLICE,Uniform Bureau,Community Policing Storefronts/Trailers,-,Total Reports,3419,3000,3000
POLICE,Uniform Bureau,Community Policing Storefronts/Trailers,-,Assist to Other Agencies,155,155,155
POLICE,Uniform Bureau,Community Policing Storefronts/Trailers,-,Business/Property/Special Events Checks,34458,30000,30000
POLICE,Uniform Bureau,Community Policing Storefronts/Trailers,-,Details (assists to other sections),-,-,-
POLICE,Uniform Bureau,Community Policing Storefronts/Trailers,-,Schools Crossings & Details,359,246,359
POLICE,Uniform Bureau,Community Policing Storefronts/Trailers,-,Neighborhood Meetings/Functions,246,250,246
POLICE,Uniform Bureau,Community Policing Storefronts/Trailers,-,Number of Arrests,273,250,250
POLICE,Uniform Bureau,Community Policing Storefronts/Trailers,-,Appearance Tickets,73,70,70
POLICE,Uniform Bureau,Ordinance Enforcement Section,-,Total Complaints Received,1036,1040,1100
POLICE,Uniform Bureau,Ordinance Enforcement Section,-,Abandoned Vehicle Complaints,290,300,300
POLICE,Uniform Bureau,Ordinance Enforcement Section,-,Total List Complaints,0,3,0
POLICE,Uniform Bureau,Ordinance Enforcement Section,-,Total Number of Towed Vehicles,14,10,20
POLICE,Uniform Bureau,Ordinance Enforcement Section,-,Vehilcles Reclaimed by Owners,4,5,5
POLICE,Uniform Bureau,Ordinance Enforcement Section,-,Vehicles Sold By Auction,0,10,20
POLICE,Uniform Bureau,Ordinance Enforcement Section,-,Parking Complaints,37,40,45
POLICE,Uniform Bureau,Ordinance Enforcement Section,-,Snow Complaints,2,10,10
POLICE,Uniform Bureau,Ordinance Enforcement Section,-,Trash & Debris Complaint,51,60,75
POLICE,Uniform Bureau,Ordinance Enforcement Section,-,Miscellaneous/Unfounded Complaints,696,800,850
POLICE,Uniform Bureau,Ordinance Enforcement Section,-,Salvage Certificates Issued,119,120,120
POLICE,Uniform Bureau,Ordinance Enforcement Section,-,Red Tags Issued,381,400,500
POLICE,Uniform Bureau,Ordinance Enforcement Section,-,Burglary Investigations Completed,92,200,250
POLICE,Uniform Bureau,Ordinance Enforcement Section,-,Vacant Property Trespass Statements Taken,302,300,300
POLICE,Uniform Bureau,Operation Safe Child,-,Youth Served,1043,1000,1000
POLICE,Uniform Bureau,Operation Safe Child,-,Events Held,52,50,50
POLICE,Uniform Bureau,Neighborhood Watch,-,Meetings Attended,274,274,290
POLICE,Uniform Bureau,Neighborhood Watch,-,New Groups Formed,0,14,5
POLICE,Uniform Bureau,Criminal Investigations Division (Includes Selective Enforcement Unit),10%,Crimes Against Property Investigations,2570,3038,3000
POLICE,Uniform Bureau,Criminal Investigations Division (Includes Selective Enforcement Unit),10%,Crimes Against Persons Investigation,1103,1248,1300
POLICE,Uniform Bureau,Criminal Investigations Division (Includes Selective Enforcement Unit),10%,Cold Cases,66,69,69
POLICE,Uniform Bureau,Criminal Investigations Division (Includes Selective Enforcement Unit),10%,Polygraph Investigation,8,16,79
POLICE,Uniform Bureau,Criminal Investigations Division (Includes Selective Enforcement Unit),10%,Forgery Investigation,495,450,400
POLICE,Uniform Bureau,Criminal Investigations Division (Includes Selective Enforcement Unit),10%,Warrants,1773,1800,1900
POLICE,Uniform Bureau,Criminal Investigations Division (Includes Selective Enforcement Unit),10%,Computer Forensics,-,-,-
POLICE,Uniform Bureau,Crime Reduction Team,-,Recovered Guns,40,40,45
POLICE,Uniform Bureau,Crime Reduction Team,-,Pedestrian Stops,927,950,1100
POLICE,Uniform Bureau,Crime Reduction Team,-,Parking Tickets Issued,73,100,125
POLICE,Uniform Bureau,Crime Reduction Team,-,Vehicle & Traffic Stops,2263,2500,2800
POLICE,Uniform Bureau,Crime Reduction Team,-,Warranty Arrests,194,225,250
POLICE,Uniform Bureau,Crime Reduction Team,-,Traffic Tickets Issued,3810,4500,5000
POLICE,Uniform Bureau,Crime Reduction Team,-,Warrant Arrests,194,225,250
POLICE,Uniform Bureau,Crime Reduction Team,-,Appearance Tickets Issued,1229,1500,1600
POLICE,Uniform Bureau,Crime Reduction Team,-,Violation Arrests (charges),1472,1600,1750
POLICE,Uniform Bureau,Crime Reduction Team,-,Misdemeanor Arrest (charges),1246,1600,1650
POLICE,Uniform Bureau,Crime Reduction Team,-,Felony Arrests (charges),231,250,275
POLICE,Uniform Bureau,Family Services Division,5%,Juvenile Arrests Processed,27,31,33
POLICE,Uniform Bureau,Family Services Division,5%,Adult Arrests,74,86,95
POLICE,Uniform Bureau,Family Services Division,5%,Missing Persons Investigations,704,825,900
POLICE,Uniform Bureau,Family Services Division,5%,Domestic Violence Investigations,166,200,200
POLICE,Uniform Bureau,Family Services Division,5%,Domestic Violence Arrests,58,100,100
POLICE,Uniform Bureau,Family Services Division,5%,Domestic Violence Charges,100,150,150
POLICE,Uniform Bureau,Family Services Division,5%,Adult Sex Abuse Investigations,96,110,121
POLICE,Uniform Bureau,Family Services Division,5%,Child Abuse Investigations,11,20,24
POLICE,Uniform Bureau,Family Services Division,5%,Child Sex Investigations,253,278,303
POLICE,Uniform Bureau,Family Services Division,5%,Total Charges,102,112,122
POLICE,Uniform Bureau,Family Services Division,5%,Megan's Law Investigations,436,500,550
POLICE,Uniform Bureau,Special Investigations Division (Includes Neighborhood Anti-Crime Unit),-,Narcotics Arrest Charges,1123,1250,1250
POLICE,Uniform Bureau,Special Investigations Division (Includes Neighborhood Anti-Crime Unit),-,Narcotics-Number of Persons Arrested,306,350,350
POLICE,Uniform Bureau,Special Investigations Division (Includes Neighborhood Anti-Crime Unit),-,Vice Arrest Charges,47,35,30
POLICE,Uniform Bureau,Special Investigations Division (Includes Neighborhood Anti-Crime Unit),-,Vice-Number of Persons Arrested,41,29,25
POLICE,Uniform Bureau,Technical Operations Section,-,Forfeiture Cases Processed,243,250,260
POLICE,Uniform Bureau,Technical Operations Section,-,Security Details,20,25,25
POLICE,Uniform Bureau,Technical Operations Section,-,Telephone Repair Requests Processed,185,200,225
POLICE,Uniform Bureau,Technical Operations Section,-,Orders for Mobile Radio Installation & Removal,89,90,100
POLICE,Uniform Bureau,Technical Operations Section,-,Orders for Mobile Radio Repairs,20,25,40
POLICE,Uniform Bureau,Technical Operations Section,-,Orders for Portable Radio Repairs,12,20,40
"PARKS, RECREATION AND YOUTH PROGRAMS",Administration Bureau,"Management & Administration of Entire Department, Including Capital Projects",100%,Administration Bureau ,11,11,11
"PARKS, RECREATION AND YOUTH PROGRAMS",Administration Bureau,"Management & Administration of Entire Department, Including Capital Projects",100%,--Dog Control Bureau ,9,9,9
"PARKS, RECREATION AND YOUTH PROGRAMS",Administration Bureau,"Management & Administration of Entire Department, Including Capital Projects",100%,--Parks Grounds Maintenance,18,18,18
"PARKS, RECREATION AND YOUTH PROGRAMS",Administration Bureau,"Management & Administration of Entire Department, Including Capital Projects",100%,--Recreation Bureau ,15,15,15
"PARKS, RECREATION AND YOUTH PROGRAMS",Administration Bureau,"Management & Administration of Entire Department, Including Capital Projects",100%,--Capital Accounts ,28,28,28
"PARKS, RECREATION AND YOUTH PROGRAMS",Administration Bureau,"Management & Administration of Entire Department, Including Capital Projects",100%,Federal & State Grant Reports,25,25,25
"PARKS, RECREATION AND YOUTH PROGRAMS",Administration Bureau,"Management & Administration of Entire Department, Including Capital Projects",100%,--Planning and Development Office ,3,3,3
"PARKS, RECREATION AND YOUTH PROGRAMS",Administration Bureau,"Management & Administration of Entire Department, Including Capital Projects",100%,--Special Events Office,4,4,4
"PARKS, RECREATION AND YOUTH PROGRAMS",Administration Bureau,"Management & Administration of Entire Department, Including Capital Projects",100%,Adult Athletics ,4,4,4
"PARKS, RECREATION AND YOUTH PROGRAMS",Administration Bureau,"Management & Administration of Entire Department, Including Capital Projects",100%,Aquatics,3,3,3
"PARKS, RECREATION AND YOUTH PROGRAMS",Administration Bureau,"Management & Administration of Entire Department, Including Capital Projects",100%,Ice Skating Recreation ,1,1,1
"PARKS, RECREATION AND YOUTH PROGRAMS",Administration Bureau,"Management & Administration of Entire Department, Including Capital Projects",100%,Centers/Youth Programs ,7,7,7
"PARKS, RECREATION AND YOUTH PROGRAMS",Administration Bureau,"Management & Administration of Entire Department, Including Capital Projects",100%,Senior Centers,2,2,2
"PARKS, RECREATION AND YOUTH PROGRAMS",Administration Bureau,Community Mural Project,-,Special Projects Completed,1,1,1
"PARKS, RECREATION AND YOUTH PROGRAMS",Grounds Maintenance,Other Park Maintenance,20%,Community Parks and Centers ,33,33,33
"PARKS, RECREATION AND YOUTH PROGRAMS",Grounds Maintenance,Other Park Maintenance,20%,Total Acreage ,600,600,600
"PARKS, RECREATION AND YOUTH PROGRAMS",Grounds Maintenance,Other Park Maintenance,20%,"Playlots, Fields, Courts and Pools",23,23,23
"PARKS, RECREATION AND YOUTH PROGRAMS",Grounds Maintenance,Other Park Maintenance,20%,Total Acreage,40,40,40
"PARKS, RECREATION AND YOUTH PROGRAMS",Grounds Maintenance,Other Park Maintenance,20%,Downtown Parks ,16,16,16
"PARKS, RECREATION AND YOUTH PROGRAMS",Grounds Maintenance,Other Park Maintenance,20%,Total Acreage ,7.5,7.5,7.5
"PARKS, RECREATION AND YOUTH PROGRAMS",Grounds Maintenance,Other Park Maintenance,20%,Open Space Areas and Cemeteries ,10,10,10
"PARKS, RECREATION AND YOUTH PROGRAMS",Grounds Maintenance,Other Park Maintenance,20%,Total Acreage ,83,83,83
"PARKS, RECREATION AND YOUTH PROGRAMS",Grounds Maintenance,Other Park Maintenance,20%,Natural Areas ,6,6,6
"PARKS, RECREATION AND YOUTH PROGRAMS",Grounds Maintenance,Other Park Maintenance,20%,Total Acreage ,170,170,170
"PARKS, RECREATION AND YOUTH PROGRAMS",Grounds Maintenance,Other Park Maintenance,20%,Medians and Traffic Islands ,100,100,100
"PARKS, RECREATION AND YOUTH PROGRAMS",Grounds Maintenance,Other Park Maintenance,20%,Total Acreage ,65,65,65
"PARKS, RECREATION AND YOUTH PROGRAMS",Grounds Maintenance,Other Park Maintenance,20%,Number of Fountains Maintained,6,6,6
"PARKS, RECREATION AND YOUTH PROGRAMS",Grounds Maintenance,Golf Course Maintenance,4%,Golf Courses Maintained,2,2,2
"PARKS, RECREATION AND YOUTH PROGRAMS",Grounds Maintenance,Ballfield Maintenance,7%,Little League Fields Maintained ,37,37,37
"PARKS, RECREATION AND YOUTH PROGRAMS",Grounds Maintenance,Ballfield Maintenance,7%,City Recreation Fields Maintained,10,10,10
"PARKS, RECREATION AND YOUTH PROGRAMS",Grounds Maintenance,Grass Cutting and Trimming,14%,-City Personnel ,90,90,90
"PARKS, RECREATION AND YOUTH PROGRAMS",Grounds Maintenance,Grass Cutting and Trimming,14%,--Contracted Services,600,600,600
"PARKS, RECREATION AND YOUTH PROGRAMS",Grounds Maintenance,"Tree Planting, Trimming and Removal",17%,Trees Planted by Contract ,150,175,175
"PARKS, RECREATION AND YOUTH PROGRAMS",Grounds Maintenance,"Tree Planting, Trimming and Removal",17%,Trees Trimmed by Contract ,400,437,500
"PARKS, RECREATION AND YOUTH PROGRAMS",Grounds Maintenance,"Tree Planting, Trimming and Removal",17%,Trees Removed by Contract ,333,500,500
"PARKS, RECREATION AND YOUTH PROGRAMS",Grounds Maintenance,"Tree Planting, Trimming and Removal",17%,Stumps Removed by Contract,450,600,700
"PARKS, RECREATION AND YOUTH PROGRAMS",Grounds Maintenance,Special Events,6%,Number of Events Requiring Services,100,100,100
"PARKS, RECREATION AND YOUTH PROGRAMS",Grounds Maintenance,"Leaf Collection, Litter, Other",20%,-,-,2,2
"PARKS, RECREATION AND YOUTH PROGRAMS",Grounds Maintenance,Pool Maintenance,6%,Indoor Sites ,2,2,2
"PARKS, RECREATION AND YOUTH PROGRAMS",Grounds Maintenance,Pool Maintenance,6%,Outdoor Sites,8,8,8
"PARKS, RECREATION AND YOUTH PROGRAMS",Grounds Maintenance,Ice Rink Maintenance,6%,Ice Rinks Maintained,3,3,3
"PARKS, RECREATION AND YOUTH PROGRAMS",Recreation,Administration of Recreation Facilities and Programs,17%,This Includes all of our Program Directors,,,
"PARKS, RECREATION AND YOUTH PROGRAMS",Recreation,Recreation Centers,20%,Number of Recreation Centers,11,11,11
"PARKS, RECREATION AND YOUTH PROGRAMS",Recreation,Recreation Centers,20%,--Bova Community Center (Schiller Park) ,"10,584",10000,10000
"PARKS, RECREATION AND YOUTH PROGRAMS",Recreation,Recreation Centers,20%,--Cannon Street Community Center,6128,5000,5000
"PARKS, RECREATION AND YOUTH PROGRAMS",Recreation,Recreation Centers,20%,--McChesney Park Recreation Center ,15784,18000,20000
"PARKS, RECREATION AND YOUTH PROGRAMS",Recreation,Recreation Centers,20%,--Hamilton Street Teen Program ,5314,5000,4500
"PARKS, RECREATION AND YOUTH PROGRAMS",Recreation,Recreation Centers,20%,--Northeast Community Center,14305,15000,25000
"PARKS, RECREATION AND YOUTH PROGRAMS",Recreation,Recreation Centers,20%,--Seals Community Center (Kirk Park) ,9666,7000,7000
"PARKS, RECREATION AND YOUTH PROGRAMS",Recreation,Recreation Centers,20%,--Ed Smith Afterschool Program ,7878,5500,5500
"PARKS, RECREATION AND YOUTH PROGRAMS",Recreation,Recreation Centers,20%,--Southwest Community Center ,"23,474",20000,20000
"PARKS, RECREATION AND YOUTH PROGRAMS",Recreation,Recreation Centers,20%,--Westmoreland Park Community Center ,"13,282",11500,11500
"PARKS, RECREATION AND YOUTH PROGRAMS",Recreation,Recreation Centers,20%,--Wilson Park Community Center ,"14,082",14500,14500
"PARKS, RECREATION AND YOUTH PROGRAMS",Recreation,Recreation Centers,20%,--Shonnard Teen Programs,6170,7000,7000
"PARKS, RECREATION AND YOUTH PROGRAMS",Recreation,Recreation Centers,20%,Rec. Center Basketball League (12 & Under) ,100,90,90
"PARKS, RECREATION AND YOUTH PROGRAMS",Recreation,Recreation Centers,20%,Rec. Center Basketball League (13-15) ,80,100,140
"PARKS, RECREATION AND YOUTH PROGRAMS",Recreation,Recreation Centers,20%,Winter Biddy Basketball League ,187,180,180
"PARKS, RECREATION AND YOUTH PROGRAMS",Recreation,Recreation Centers,20%,Tennis Program (Fall & Spring Clinics),36,50,50
"PARKS, RECREATION AND YOUTH PROGRAMS",Recreation,Recreation Centers,20%,Fall Soccer Program @ Burnet,114,105,120
"PARKS, RECREATION AND YOUTH PROGRAMS",Recreation,Recreation Centers,20%,Staff Training Sessions ,19,15,8
"PARKS, RECREATION AND YOUTH PROGRAMS",Recreation,Recreation Centers,20%,Volunteers (Various Sources) ,15,30,25
"PARKS, RECREATION AND YOUTH PROGRAMS",Recreation,Recreation Centers,20%,Service Learning ,112,100,100
"PARKS, RECREATION AND YOUTH PROGRAMS",Recreation,Recreation Centers,20%,Spring Basketball League 16-18,49,50,50
"PARKS, RECREATION AND YOUTH PROGRAMS",Recreation,Senior Programs,14%,"Bob Cecile Senior Center --Number of Senior Participant Visits Made (Includes Senior Nutrition Program Participation, field Trips, musical Events, Etc.)","7,236",8000,8500
"PARKS, RECREATION AND YOUTH PROGRAMS",Recreation,Senior Programs,14%,"McChesney Recreation Center --Number of Senior Participant Visits Made (Includes Senior Nutrition Program Participation, field Trips, musical Events, Etc.)","23,196",24500,24700
"PARKS, RECREATION AND YOUTH PROGRAMS",Recreation,Senior Programs,14%,"Westside Senior Center --Number of Senior Participant Visits Made (Includes Senior Nutrition Program Participation, field Trips, musical Events, Etc.)","3,485",3900,4200
"PARKS, RECREATION AND YOUTH PROGRAMS",Recreation,Senior Programs,14%,"Burnet Park Senior Arts & Crafts Program --Number of Senior Participant Visits Made (Programs Include Beading, Watercolor Painting, Quilting, Sewing, Knitting & Pottery/Ceramics)","10,643",10800,11000
"PARKS, RECREATION AND YOUTH PROGRAMS",Dog Control,Dog Control,100%,Complaints Taken ,3254,5361,5700
"PARKS, RECREATION AND YOUTH PROGRAMS",Dog Control,Dog Control,100%,Complaints Answered ,3020,3768,3990
"PARKS, RECREATION AND YOUTH PROGRAMS",Dog Control,Dog Control,100%,Money Collected From Seizure Fees ,7324,8890,9000
"PARKS, RECREATION AND YOUTH PROGRAMS",Dog Control,Dog Control,100%,Number of Tickets Issued ,436,566,581
"PARKS, RECREATION AND YOUTH PROGRAMS",Dog Control,Dog Control,100%,Number of Tickets/Fines Paid ,1425,1658,1866
"PARKS, RECREATION AND YOUTH PROGRAMS",Dog Control,Dog Control,100%,Animals Impounded: Dogs,958,1280,1380
"PARKS, RECREATION AND YOUTH PROGRAMS",Dog Control,Dog Control,100%,Animals Impounded: Cats,27,61,66
AVIATION,-,Maintenance and Operations,54%,Sq.Ft. Terminal Maintained ,325000,325000,325000
AVIATION,-,Maintenance and Operations,54%,Sq.Ft. (2) Hangars Maintained ,33000,33000,33000
AVIATION,-,Maintenance and Operations,54%,Sq.Ft. Maintenance Building Maintained ,"19,241","19,241","19,241"
AVIATION,-,Maintenance and Operations,54%,Sq.Ft. Rescue Building Maintained ,16000,16000,16000
AVIATION,-,Maintenance and Operations,54%,Sq.Ft. Parking Garage Maintained ,"1,020,000","1,020,000","1,020,000"
AVIATION,-,Maintenance and Operations,54%,Runway Lights Maintained ,"1,405","1,405","1,405"
AVIATION,-,Maintenance and Operations,54%,Taxiway Lights Maintained,650,650,650
AVIATION,-,Maintenance and Operations,54%,Heavy Duty Equipment and Vehicles Maintained ,97,100,100
AVIATION,-,Maintenance and Operations,54%,Passengers Enplaned (Calendar Year),"961,167","1,000,000","1,000,000"
AVIATION,-,Security,14%,Provided by Private Security (G4S),-,-,-
AVIATION,-,Administration/Management,20%,Daily Passenger Aircraft Operations ,130,130,130
AVIATION,-,Administration/Management,20%,"Passenger Carrier Landing Weight (1,000's) ","1,553,000","1,600,000","1,600,000"
AVIATION,-,Administration/Management,20%,Tons Enplaned Freight ,19960,20000,20000
AVIATION,-,Administration/Management,20%,Contracts and Agreements Monitored ,100,100,100
AVIATION,-,Administration/Management,20%,Work Orders Responded to Annually ,500,500,500
AVIATION,-,Administration/Management,20%,Tours Conducted,25,25,25
AVIATION,-,Aircraft Rescue,12%,Provided by Syracuse Fire Department,-,-,-
WATER,Water Finance ,Meter Readings,42%,Meters Read ,"145,624","145,624","148,448"
WATER,Water Finance ,Meter Readings,42%,Special Meter Readings ,"3,262","3,262",2700
WATER,Water Finance ,Meter Readings,42%,Hearing Notice Door Hangers,0,0,3000
WATER,Water Finance ,Records Handling and Accounting,48%,Customers,39900,39900,39652
WATER,Water Finance ,Records Handling and Accounting,48%,Bills Issued/No Bills City/School Buildings,"163,993","163,993","157,237"
WATER,Water Finance ,Records Handling and Accounting,48%,Customer Payments Received ,125250,125250,"145,296"
WATER,Water Finance ,Records Handling and Accounting,48%,Customers Serviced Phone/Counter ,"43,062",43850,43970
WATER,Water Finance ,Records Handling and Accounting,48%,Letter Campaign (Arrears-Water Termination),1200,1200,1200
WATER,Water Finance ,Records Handling and Accounting,48%,Address Changes/Reissued Bills ,"8,574","8,574",8200
WATER,Water Finance ,Records Handling and Accounting,48%,Letters Due to Estimated Bills,11000,10000,11000
WATER,Water Finance ,Collections on Delinquent Accounts,10%,Payments Received By: - Internet ,N/A,N/A,10768
WATER,Water Finance ,Collections on Delinquent Accounts,10%,- Finance/Treasury ,"26,833",26500,"35,626"
WATER,Water Finance ,Collections on Delinquent Accounts,10%,- Bank ,"96,528",97000,84120
WATER,Water Finance ,Collections on Delinquent Accounts,10%,- Accounts with Payment Plans-yearly average,300,350,300
WATER,Water Finance ,Collections on Delinquent Accounts,10%,TOTAL,"123,661",123850,"130,814"
WATER,Engineering,"Planning, Programming and Policy Development",10%,Major Projects or Planning Activities,30,30,30
WATER,Engineering,Water System Operations and Water Quality Control,20%,Major System Parameters Monitored & Controlled,30,30,30
WATER,Engineering,Water System Operations and Water Quality Control,20%,Operating Reports Prepared ,37,37,37
WATER,Engineering,Water System Operations and Water Quality Control,20%,Regulatory Reports Prepared ,22,23,23
WATER,Engineering,Water System Operations and Water Quality Control,20%,Major Projects Supervised,30,27,27
WATER,Engineering,Contracted Purchasing and Project Supervision,20%,Specifications and Plans Prepared ,25,25,25
WATER,Engineering,Contracted Purchasing and Project Supervision,20%,Construction Projects Supervised ,19,18,18
WATER,Engineering,Contracted Purchasing and Project Supervision,20%,Value of Materials & Equipment Purchased,"$975,000 ","$1,095,000","$1,150,000 "
WATER,Engineering,Contracted Purchasing and Project Supervision,20%,Value of Capital Projects Supervised ,"$6,571,600 ","$35,300,600 ","$15,000,000"
WATER,Engineering,Contracted Purchasing and Project Supervision,20%,Value of Professional Services Purchased,"$3,292,764","$3,000,000","$3,000,000"
WATER,Engineering,Water System Mapping and Surveying,10%,New Maps Prepared ,35,20,20
WATER,Engineering,Water System Mapping and Surveying,10%,Plans Drawn for System Extensions or Main Replacement ,40,55,55
WATER,Engineering,Water System Mapping and Surveying,10%,Hydrant Maps Updated ,95,75,75
WATER,Engineering,Water System Mapping and Surveying,10%,Hydrant Maps Repaired ,0,2,2
WATER,Engineering,Water System Mapping and Surveying,10%,Hydrant Information Updated ,103,105,125
WATER,Engineering,Water System Mapping and Surveying,10%,Digital Map Information (GPS) ,70,95,95
